UniqueID ,Customer problems,Customer comments after the ticket is closed,problem_text,comment_text,problem_category,comment_category
250615.0010557,"Nội dung KH: cần hỗ chọ về vấn đề ko vay đuqoqcj

 Hỗ trợ thêm từ: 250615.0010307",bảo phê duyệt vài phút mà tôi đợi đến mấy tháng,nội dung kh cần hỗ chọ về vấn đề ko vay đuqoqcj hỗ trợ thêm từ 250615 0010307,bảo phê duyệt vài phút mà tôi đợi đến mấy tháng,Loan / BNPL / Debt issues,Other
250615.0001753,"Nội dung KH: Tôi vẫn chưa được hỗ trợ hoàn tiền từ việc này
 Hỗ trợ thêm từ: 250614.0010974",tệ,nội dung kh tôi vẫn chưa được hỗ trợ hoàn tiền từ việc này hỗ trợ thêm từ 250614 0010974,tệ,Refund not processed,Angry / Escalation
250615.0004379,"Nội dung KH: Vẫn chưa nhận được tiền. Ảnh 1 đã chuyển vào ngày 13. Ảnh 2 là thông báo bên người nhận chưa thấy tiền tới
 Hỗ trợ thêm từ: 250614.0004444",Tiền chuyển từ ngày 13 và nay 17 vẫn chưa nhận đc tiền,nội dung kh vẫn chưa nhận được tiền ảnh 1 đã chuyển vào ngày 13 ảnh 2 là thông báo bên người nhận chưa thấy tiền tới hỗ trợ thêm từ 250614 0004444,tiền chuyển từ ngày 13 và nay 17 vẫn chưa nhận đc tiền,Money missing / Deducted but not received,Unresolved / Not solved
250611.0007757,"Chuyển khoản nhằm, muốn hoàn tiền mã đơn 90462266849",Thứ mình cần là hướng giải quyết và thời gian cụ thể. Chứ ko phải là mong anh thông cảm và tiếp tục đồng hành cùng momo khi nào ko hề giải quyết được bất kì vấn đề nào mà khách hàng đưa ra,chuyển khoản nhằm muốn hoàn tiền mã đơn 90462266849,thứ mình cần là hướng giải quyết và thời gian cụ thể chứ ko phải là mong anh thông cảm và tiếp tục đồng hành cùng momo khi nào ko hề giải quyết được bất kì vấn đề nào mà khách hàng đưa ra,Transfer issues / Recipient not received,Unresolved / Not solved
250611.0009667,em chuyển khoản lộn số tài khoản làm sao để em liên hệ được với chủ thẻ stk kia ạ,tui chuyển qua ngân hàng thì làm sao mà nhắn tin được ,em chuyển khoản lộn số tài khoản làm sao để em liên hệ được với chủ thẻ stk kia ạ,tui chuyển qua ngân hàng thì làm sao mà nhắn tin được,Transfer issues / Recipient not received,Unresolved / Not solved
250611.0007143,Người nhận chưa nhận được tiền chuyển qua,Dạ Người nhận vẫn chưa nhận được tiền chuyển khoản ạ,người nhận chưa nhận được tiền chuyển qua,dạ người nhận vẫn chưa nhận được tiền chuyển khoản ạ,Money missing / Deducted but not received,Unresolved / Not solved
250611.0005866,"Nội dung KH: Nguoi nhan van chua nhan dc tien
 Hỗ trợ thêm từ: 250608.0002197",Tuyet voi,nội dung kh nguoi nhan van chua nhan dc tien hỗ trợ thêm từ 250608 0002197,tuyet voi,Other / Unclear,Resolved / Very satisfied
250611.0007292,"Vui lòng hỗ trợ mở khóa cho tôi , tôi không thể chuyển khoản cho người khác điều này rất bất tiện",Hỗ Trợ Khách Hàng Rất Tốt Đảm Bảo An Toàn Cho Khách Hàng Uy Tín 5* Nên Dùng Momo,vui lòng hỗ trợ mở khóa cho tôi tôi không thể chuyển khoản cho người khác điều này rất bất tiện,hỗ trợ khách hàng rất tốt đảm bảo an toàn cho khách hàng uy tín 5 nên dùng momo,Transfer issues / Recipient not received,Unresolved / Not solved
250611.0012868," Tôi có nạp tiền chạy quảng cáo fb qua momo nhưng hiện tại tiền đang bị hold
Lần 2: 80,000vnđ
Mã giao dịch: 90398175036

Làm sao để tôi lấy lại được tiền? Hay tiền có tự hoàn lại ví momo không?

Xin cảm ơn","Cảm ơn momo đã reply

Hiện tại mình cũng có gửi yêu cầu cho meta nhưng chưa đc hồi đáp
Cũng k biết có lấy lại dc k",tôi có nạp tiền chạy quảng cáo fb qua momo nhưng hiện tại tiền đang bị hold lần 2 80 000vnđ mã giao dịch 90398175036 làm sao để tôi lấy lại được tiền hay tiền có tự hoàn lại ví momo không xin cảm ơn,cảm ơn momo đã reply hiện tại mình cũng có gửi yêu cầu cho meta nhưng chưa đc hồi đáp cũng k biết có lấy lại dc k,Transfer issues / Recipient not received,Unresolved / Not solved
250611.0009518,"Giao dịch này để mua dịch vụ 30.000đ và đã thu tiền và tôi đã k nhận đcj dịch vụ ( ví Trả Sau trcs giao dịch : 22x.xxxđ và sau giao dịch này là : 19x.xxxđ , số liệu này đã đcj lưu tại máy chủ của Momo ) ,","Hãy hoàn Hai phí dịch vụ tại Vietnammobile tôi đã trả tiền thành công nhưng chưa nhận đcj dịch vụ và chính Hai sự k hoàn tiền kịp thời của Hai dịch vụ này đã xáo trộn kế hoạch tài ch trong kỳ May25 của tôi và các bằng chứng Hai vụ viêc này đã đcj lưu tại máy chủ của quý ngài đồng thời tôi y/c đcj nhận sao kê liên quan đến Hai dịch vụ trên đã đcj thực hiện cùng ngày và cách nhau Bốn phút ! Rgds ,",giao dịch này để mua dịch vụ 30 000đ và đã thu tiền và tôi đã k nhận đcj dịch vụ ví trả sau trcs giao dịch 22x xxxđ và sau giao dịch này là 19x xxxđ số liệu này đã đcj lưu tại máy chủ của momo,hãy hoàn hai phí dịch vụ tại vietnammobile tôi đã trả tiền thành công nhưng chưa nhận đcj dịch vụ và chính hai sự k hoàn tiền kịp thời của hai dịch vụ này đã xáo trộn kế hoạch tài ch trong kỳ may25 của tôi và các bằng chứng hai vụ viêc này đã đcj lưu tại máy chủ của quý ngài đồng thời tôi y c đcj nhận sao kê liên quan đến hai dịch vụ trên đã đcj thực hiện cùng ngày và cách nhau bốn phút rgds,Loan / BNPL / Debt issues,Unresolved / Not solved
250611.0008422,"thông tin quảng bá video bên tik tok lỗi ko hoạt động 
",rất hài lòng về việc hỗ trợ lần này,thông tin quảng bá video bên tik tok lỗi ko hoạt động,rất hài lòng về việc hỗ trợ lần này,Other / Unclear,Resolved / Very satisfied
250611.0003644,Hom qua 10/6 Tôi đã giao dịch chuyển tiền nhưng thất bại nay được thông báo nhưng chưa thấy tiền hoàn lại vào tài khoản ,Rất mong phía tổng đài cskh Momo sớm giải quyết các vấn đề của tôi và các vấn đề khác.Người sử dụng ứng dụng Momo để người dùng đạt được sự tin cậy và thuận lợi hơn.,hom qua 10 6 tôi đã giao dịch chuyển tiền nhưng thất bại nay được thông báo nhưng chưa thấy tiền hoàn lại vào tài khoản,rất mong phía tổng đài cskh momo sớm giải quyết các vấn đề của tôi và các vấn đề khác người sử dụng ứng dụng momo để người dùng đạt được sự tin cậy và thuận lợi hơn,Transfer issues / Recipient not received,Other
250611.0007559,giao dịch này hoàn tiền vào đâu,ủa rồi hoang tiền vào đâu?,giao dịch này hoàn tiền vào đâu,ủa rồi hoang tiền vào đâu,Refund not processed,Other
250611.0002954,Ví trả sau không đúng số tiền nạp vào,"Không bao giờ đóng trễ và dù trễ thì momo đã tính phí đong vô lun rồi. Nếu ví chỉ cho 1. 500.000đ thì lúc 2tr đưa vào thù hoàn lại 500.000đ đi ạ cám ơn
",ví trả sau không đúng số tiền nạp vào,không bao giờ đóng trễ và dù trễ thì momo đã tính phí đong vô lun rồi nếu ví chỉ cho 1 500 000đ thì lúc 2tr đưa vào thù hoàn lại 500 000đ đi ạ cám ơn,Loan / BNPL / Debt issues,Unresolved / Not solved
250611.0004799,"Huỷ tài khoản mất sim 0942592959
0896877966",Chưa giải quyết xong,huỷ tài khoản mất sim 0942592959 0896877966,chưa giải quyết xong,Account / Identity issues,Unresolved / Not solved
250611.0004741,Nạp mà để thẻ sai mã,Giải quyết dùm vấn đề thẻ,nạp mà để thẻ sai mã,giải quyết dùm vấn đề thẻ,Card / Top-up / Voucher issues,Other
250611.0001903,"Nội dung KH: Ad hỗ trợ e lại thẻ Vinaphone 300k chứ thẻ đấy mới mua nạp ko đc giờ báo sđt sdung roi

 Hỗ trợ thêm từ: 250607.0011212",Bán thẻ sdung rồi trong khi khách hàng chưa dùng,nội dung kh ad hỗ trợ e lại thẻ vinaphone 300k chứ thẻ đấy mới mua nạp ko đc giờ báo sđt sdung roi hỗ trợ thêm từ 250607 0011212,bán thẻ sdung rồi trong khi khách hàng chưa dùng,Card / Top-up / Voucher issues,Unresolved / Not solved
250611.0001839,Dạ 0372277145 đã nhập mã mời bạn mới cho 0385977876 nhưng 0385977876 chưa nhận được mã còn 0372277145 đã nhận mã rồi ạ ,Dạ đã qua 48 tiếng nhưng 0385977876 vẫn chưa được quà ạ mới được 30k thôi ạ ,dạ 0372277145 đã nhập mã mời bạn mới cho 0385977876 nhưng 0385977876 chưa nhận được mã còn 0372277145 đã nhận mã rồi ạ,dạ đã qua 48 tiếng nhưng 0385977876 vẫn chưa được quà ạ mới được 30k thôi ạ,Other / Unclear,Unresolved / Not solved
250611.0012151,"Tôi mua 2 gói dịch vụ data nhưng hệ thống không sử dụng được.
Sau đó tôi đã bị trừ cước. Tôi có nộp thêm gói 20 ngày. Nhưng hiện tại Mobiphone cho biết hiện chỉ có một gói cước 20 ngày có hiệu lực.
Tôi cần Momo giải đáp tại sao tôi không sử dụng được gói 15k (3ngày)dẫn đến việc tôi bị trừ cước   và đáng nói nữa là gói 3 ngày đó hiện mất tích…!

",Thông tin bạn phản hồi thì tôi thấy bạn đề cập là tôi đăng ký thành công hai gói. Nhưng giữa thời gian đó tôi vẫn bị trừ tiền. Và tôi đã liên hệ Mobiphone vào ngày 11/6 xác nhận hệ thống có ghi nhận lịch sử đăng ký hai gói cước nhưng không rõ tại sao gói cước 3 ngày không hiệu lực. ,tôi mua 2 gói dịch vụ data nhưng hệ thống không sử dụng được sau đó tôi đã bị trừ cước tôi có nộp thêm gói 20 ngày nhưng hiện tại mobiphone cho biết hiện chỉ có một gói cước 20 ngày có hiệu lực tôi cần momo giải đáp tại sao tôi không sử dụng được gói 15k 3ngày dẫn đến việc tôi bị trừ cước và đáng nói nữa là gói 3 ngày đó hiện mất tích,thông tin bạn phản hồi thì tôi thấy bạn đề cập là tôi đăng ký thành công hai gói nhưng giữa thời gian đó tôi vẫn bị trừ tiền và tôi đã liên hệ mobiphone vào ngày 11 6 xác nhận hệ thống có ghi nhận lịch sử đăng ký hai gói cước nhưng không rõ tại sao gói cước 3 ngày không hiệu lực,Money missing / Deducted but not received,Unresolved / Not solved
250611.0001929,"Nội dung KH: Vậy thời gian nào quay lại là mới được kết nối nhỉ. 
 Hỗ trợ thêm từ: 250611.0001368",Vẫn chưa giải quyết được vấn đề. ,nội dung kh vậy thời gian nào quay lại là mới được kết nối nhỉ hỗ trợ thêm từ 250611 0001368,vẫn chưa giải quyết được vấn đề,Other / Unclear,Unresolved / Not solved
250611.0008583,"Tôi không nhấn tham gia chương trình này được
",Vấn đề chưa được giải quyết,tôi không nhấn tham gia chương trình này được,vấn đề chưa được giải quyết,Other / Unclear,Unresolved / Not solved
250611.0010797,"Nội dung KH: Màn hình vẫn vậy, không thay đổi
 Hỗ trợ thêm từ: 250611.0008583",Không xử lý được vấn đề đã yêu cầu,nội dung kh màn hình vẫn vậy không thay đổi hỗ trợ thêm từ 250611 0008583,không xử lý được vấn đề đã yêu cầu,Other / Unclear,Unresolved / Not solved
250611.0009363,Tại sao lại tự động trừ tiền như vậy,Trong vòng 7 ngày làm việc sẽ hoàn tiền hay s ạ,tại sao lại tự động trừ tiền như vậy,trong vòng 7 ngày làm việc sẽ hoàn tiền hay s ạ,Money missing / Deducted but not received,Other
250611.0003579,Mình bị trừ gần 400k mong momo giúp mình lấy lại vì mình k ấn gì cả,Mình chưa được hoàn lại số tiền bị trừ bạn ạ :(,mình bị trừ gần 400k mong momo giúp mình lấy lại vì mình k ấn gì cả,mình chưa được hoàn lại số tiền bị trừ bạn ạ,Money missing / Deducted but not received,Unresolved / Not solved
250611.0002499,Tôi đóng thừa số tiền phải thanh toán,Tôi không có câu trả lời thoả đáng ,tôi đóng thừa số tiền phải thanh toán,tôi không có câu trả lời thoả đáng,Duplicate / Double charge,Other
250611.0011074,bình thường có mục nhập số tiền thanh toán. bay giờ không còn,Bạn có đọc nội dung tôi nhắn và hình ảnh không vậy? Trả lời không liên quan gì hết luôn,bình thường có mục nhập số tiền thanh toán bay giờ không còn,bạn có đọc nội dung tôi nhắn và hình ảnh không vậy trả lời không liên quan gì hết luôn,Other / Unclear,Other
250611.0000183,"Hổ trợ mình hoàn tiền với mình k sử dụng app picsart nó tự động đăng ký mong ad hổ trợ giúp mình
Mã giao dịch : 90296271385",Cám ơn momo,hổ trợ mình hoàn tiền với mình k sử dụng app picsart nó tự động đăng ký mong ad hổ trợ giúp mình mã giao dịch 90296271385,cám ơn momo,Refund not processed,Neutral / Acknowledged
